"tag1","tag2","title","link","journal","time","abstract"
"diagnosis","virus","Programmable low-cost DNA-based platform for viral RNA detection","https://www.biorxiv.org/content/10.1101/2020.01.12.902452v1","bioRxiv","2020/1/12","Viral detection is critical for controlling disease spread and progression. Recent emerging threats including the Zika and Ebola virus outbreaks highlight the cost and difficulty in responding rapidly. In low-resource areas, a key obstacle is quick and accurate detection of viruses near the point of care. To address these challenges, we develop a platform for low-cost and rapid detection of viral RNA with DNA nanoswitches designed to mechanically reconfigure in response to specific viruses. Using Zika virus as a model system, we show non-enzymatic detection of viral RNA to the attomole level, with selective and multiplexed detection between related viruses and viral strains. For clinical-level sensitivity in biological fluids, we paired the assay with a sample preparation step using either RNA extraction or isothermal pre-amplification. Our assay can be performed with minimal or no lab infrastructure, and is readily adaptable (with ?24-hour development time) to detect other viruses. Given this versatility, we expect that further development and field implementation will improve our ability to detect emergent viral threats and ultimately limit their impact."
"pathogenic","","Analysis of Plant-derived Phytochemicals as Anti-cancer Agents Targeting Cyclin Dependent Kinase-2, Human Topoisomerase IIa and Vascular Endothelial Growth Factor Receptor-2","https://www.biorxiv.org/content/10.1101/2020.01.10.901660v2","bioRxiv","2020/1/10","Cancer is caused by a variety of pathways, involving numerous types of enzymes, among them three enzymes: Cyclin dependent kinase-2 (CDK-2), Human topoisomerase II¦Á and Vascular Endothelial Growth Factor Receptor-2 (VEGFR-2) are three most common enzymes that are involved in the cancer development. Although many chemical drugs are available in the market, plant sources are known to contain a wide variety of agents that are known to possess anticancer activity. In this experiment, total thirty compounds were analysed against the mentioned enzymes using different tools of bioinformatics and in silico biology like molecular docking study, druglikeness property experiment, ADME/T test, PASS prediction and P450 site of metabolism prediction as well as DFT calculations to determine three best ligands that have the capability to inhibit the mentioned enzymes. Form the experiment, Epigallocatechin gallate was found to be the best ligand to inhibit CDK-2, Daidzein showed best inhibitory activities towards Human topoisomerase II¦Á and Quercetin was predicted to be the best agent against VEGFR-2. They were also predicted to be quite safe and effective agents to treat cancer. However, more in vivo and in vitro analysis are required to confirm their safety and efficacy in this regard."
"medicine","","The dynamic surface proteomes of allergenic fungal conidia","https://www.biorxiv.org/content/10.1101/2020.01.10.902015v2","bioRxiv","2020/1/10","Fungal spores and hyphal fragments play an important role as allergens in respiratory diseases. In this study, we performed trypsin shaving and secretome analyses to identify the surface-exposed proteins and secreted/shed proteins of Aspergillus fumigatus conidia, respectively. We investigated the surface proteome under different conditions, including temperature variation and germination. We found that the surface proteome of resting A. fumigatus conidia is not static, but instead unexpectedly dynamic, as evidenced by drastically different surface proteomes under different growth conditions. Knockouts of two abundant A. fumigatus surface proteins, ScwA and CweA, were found to function only in fine-tuning the cell wall stress response, implying that the conidial surface is very robust against perturbations. We then compared the surface proteome of A. fumigatus to other allergy-inducing molds, including Alternaria alternata, Penicillium rubens, and Cladosporium herbarum, and performed comparative proteomics on resting and swollen conidia, as well as secreted proteins from germinating conidia. We detected 125 protein ortholog groups, including 80 with putative catalytic activity, in the extracellular region of all four molds, and 42 nonorthologous proteins produced solely by A. fumigatus. Ultimately, this study highlights the dynamic nature of the A. fumigatus conidial surface and provides targets for future diagnostics and immunotherapy."
"diagnosis","","Nanoscale Structure Determination of Murray Valley Encephalitis and Powassan Virus Non-coding RNAs","https://www.biorxiv.org/content/10.1101/2020.01.10.901082v1","bioRxiv","2020/1/10","Viral infections are responsible for numerous deaths worldwide. Flaviviruses, which contain RNA as their genetic material, are one of the most pathogenic families of viruses. There is an increasing amount of evidence suggesting that their 5?and 3?non-coding terminal regions are critical for their survival. In this study, the 5?and 3?terminal regions of Murray Valley Encephalitis and Powassan virus were examined using biophysical and computational modeling methods. First, the purity of in-vitro transcribed RNAs were investigated using size exclusion chromatography and analytical ultracentrifuge methods. Next, we employed small-angle X-ray scattering techniques to study solution conformation and low-resolution structures of these RNAs, which suggested that the 3?terminal regions are highly extended, compared to the 5?terminal regions for both viruses. Using computational modeling tools, we reconstructed 3-dimensional structures of each RNA fragment and compared them with derived small-angle X-ray scattering low-resolution structures. This approach allowed us to further reinforce that the 5?terminal regions adopt more dynamic structures compared to the mainly double-stranded structures of the 3?terminal regions."
"medicine","","Machine learning classification can reduce false positives in structure-based virtual screening","https://www.biorxiv.org/content/10.1101/2020.01.10.902411v1","bioRxiv","2020/1/10","With the recent explosion in the size of libraries available for screening, virtual screening is positioned to assume a more prominent role in early drug discovery¡¯s search for active chemical matter. Modern virtual screening methods are still, however, plagued with high false positive rates: typically, only about 12% of the top-scoring compounds actually show activity when tested in biochemical assays. We argue that most scoring functions used for this task have been developed with insufficient thoughtfulness into the datasets on which they are trained and tested, leading to overly simplistic models and/or overtraining. These problems are compounded in the literature because none of the studies reporting new scoring methods have validated their model prospectively within the same study. Here, we report a new strategy for building a training dataset (D-COID) that aims to generate highly-compelling decoy complexes that are individually matched to available active complexes. Using this dataset, we train a general-purpose classifier for virtual screening (vScreenML) that is built on the XGBoost framework of gradient-boosted decision trees. In retrospective benchmarks, our new classifier shows outstanding performance relative to other scoring functions. We additionally evaluate the classifier in a prospective context, by screening for new acetylcholinesterase inhibitors. Remarkably, we find that nearly all compounds selected by vScreenML show detectable activity at 50 ?M, with 10 of 23 providing greater than 50% inhibition at this concentration. Without any medicinal chemistry optimization, the most potent hit from this initial screen has an IC50 of 280 nM, corresponding to a Ki value of 173 nM. These results support using the D-COID strategy for training classifiers in other computational biology tasks, and for vScreenML in virtual screening campaigns against other protein targets. Both D-COID and vScreenML are freely distributed to facilitate such efforts."
"medicine","pathogenic","A single dose of a vesicular stomatitis virus-based influenza vaccine confers rapid protection against H5 viruses from different clades","https://www.nature.com/articles/s41541-019-0155-z","npj Vaccines","2020/1/10","The avian influenza virus outbreak in 1997 highlighted the potential of the highly pathogenic H5N1 virus to cause severe disease in humans. Therefore, effective vaccines against H5N1 viruses are needed to counter the potential threat of a global pandemic. We have previously developed a fast-acting and efficacious vaccine against Ebola virus (EBOV) using the vesicular stomatitis virus (VSV) platform. In this study, we generated recombinant VSV-based H5N1 influenza virus vectors to demonstrate the feasibility of this platform for a fast-acting pan-H5 influenza virus vaccine. We chose multiple approaches regarding antigen design and genome location to define a more optimized vaccine approach. After the VSV-based H5N1 influenza virus constructs were recovered and characterized in vitro, mice were vaccinated by a single dose or prime/boost regimen followed by challenge with a lethal dose of the homologous H5 clade 1 virus. We found that a single dose of VSV vectors expressing full-length hemagglutinin (HAfl) were sufficient to provide 100% protection. The vaccine vectors were fast-acting as demonstrated by uniform protection when administered 3 days prior to lethal challenge. Moreover, single vaccination induced cross-protective H5-specific antibodies and protected mice against lethal challenge with various H5 clade 2 viruses, highlighting the potential of the VSV-based HAfl as a pan-H5 influenza virus emergency vaccine."
"medicine","","Comparative therapeutic efficacy of remdesivir and combination lopinavir, ritonavir, and interferon beta against MERS-CoV","https://www.nature.com/articles/s41467-019-13940-6","Nature Communications","2020/1/10","Middle East respiratory syndrome coronavirus (MERS-CoV) is the causative agent of a severe respiratory disease associated with more than 2468 human infections and over 851 deaths in 27 countries since 2012. There are no approved treatments for MERS-CoV infection although a combination of lopinavir, ritonavir and interferon beta (LPV/RTV-IFNb) is currently being evaluated in humans in the Kingdom of Saudi Arabia. Here, we show that remdesivir (RDV) and IFNb have superior antiviral activity to LPV and RTV in vitro. In mice, both prophylactic and therapeutic RDV improve pulmonary function and reduce lung viral loads and severe lung pathology. In contrast, prophylactic LPV/RTV-IFNb slightly reduces viral loads without impacting other disease parameters. Therapeutic LPV/RTV-IFNb improves pulmonary function but does not reduce virus replication or severe lung pathology. Thus, we provide in vivo evidence of the potential for RDV to treat MERS-CoV infections."
"diagnosis","","A synthetic peptide analog of in silico\predicted immunogenic epitope unique to dengue virus serotype 2 NS1 antigen specifically binds immunoglobulin G antibodies raised in rabbits","https://onlinelibrary.wiley.com/doi/10.1111/1348-0421.12757","Microbiology and Immunology","2020/1/9","Development of a serotyping©\capable dengue detection test is hampered by the absence of an identified unique marker that can detect specific dengue virus (DENV) serotype. In the current commercially available antibody©\capture diagnostic methods, immobilized nonstructural 1 (NS1) antigen indiscriminately binds and detects immunoglobulin M or immunoglobulin G against any serotype, thus limiting its capability to distinguish existing serotypes of dengue. Identification of dengue serotype is important because certain serotypes are associated with severe forms of dengue as well as dengue hemorrhagic fever. In this study, we aimed to identify an immunogenic epitope unique to DENV2 NS1 antigen and determine the binding specificity of its synthetic peptide mimotope to antibodies raised in animal models. Selection of a putative B©\cell epitope from the reported DENV2 NS1 antigen was done using Kolaskar and Tongaonkar Antigenicity prediction, Emini surface accessibility prediction, and Parker hydrophilicity prediction available at the immune epitope database and analysis resource. Uniqueness of the B©\cell epitope to DENV2 was analyzed by BLASTp. Immunogenicity of the synthetic peptide analog of the predicted immunogenic epitope was tested in rabbits. The binding specificity of the antibodies raised in animals and the synthetic peptide mimotope was tested by indirect ELISA. A synthetic peptide analog comprising the unique epitope of DENV2 located at the 170th¨C183rd position of DENV2 NS1 was found to be immunogenic in animal models. The antipeptide antibody produced in rabbits showed specific binding to the synthetic peptide mimotope of the predicted unique DENV2 NS1 immunogenic epitope."
"clinic","","In silico analyses reveal new putative Breast Cancer RNA-binding proteins","https://www.biorxiv.org/content/10.1101/2020.01.08.898965v1","bioRxiv","2020/1/8","Breast cancer (BC) is the leading cause of cancer-associated death among women worldwide. Despite treatment efforts, advanced BC with distant organ metastases is considered incurable. A better understanding of BC molecular processes is therefore of great interest to identify new therapeutic targets. Although large-scale efforts, such as The Cancer Genome Atlas (TCGA), have completely redefined cancer drug development, diagnosis, and treatment, additional key aspects of tumor biology remain to be discovered. In that respect, post-transcriptional regulation of tumorigenesis represents an understudied aspect of cancer research. As key regulators of this process, RNA-binding proteins (RBPs) are emerging as critical modulators of tumorigenesis but only few have defined roles in BC. To unravel new putative BC RBPs, we have performed in silico analyses of all human RBPs in three major cancer databases (TCGA-Breast Invasive Carcinoma, the Human Protein Atlas, and the Cancer Dependency Map project) along with complementary bioinformatics resources (STRING protein-protein interactions and the Network of Cancer Genes 6.0). Thus, we have identified six putative BC progressors (MRPL13, SCAMP3, CDC5L, DARS2, PUF60, and PLEC), and five BC suppressors RBPs (SUPT6H, MEX3C, UPF1, CNOT1, and TNKS1BP1). These proteins have never been studied in BC but show similar cancer-associated features than well-known BC proteins. Further research should focus on the mechanisms by which these proteins promote or suppress breast tumorigenesis, holding the promise of new therapeutic pathways along with novel drug development strategies."
"diagnosis","","Effect of light and darkness on the growth and development of downy mildew pathogen Hyaloperonospora arabidopsidis","https://www.biorxiv.org/content/10.1101/2020.01.07.897215v1","bioRxiv","2020/1/7","Disease development in plants requires a susceptible host, a virulent pathogen, and a favourable environment. Oomycete pathogens cause many important diseases and have evolved sophisticated molecular mechanisms to manipulate their hosts. Day length has been shown to impact plant-oomycete interactions but a need exists for a tractable reference system to understand the mechanistic interplay between light regulation, oomycete pathogen virulence, and plant host immunity. Here we present data demonstrating that light is a critical factor in the interaction between Arabidopsis thaliana and its naturally occurring downy mildew pathogen Hyaloperonospora arabidopsidis (Hpa). We investigated the role of light on spore germination, mycelium development, sporulation and oospore formation of Hpa, along with defence responses in the host. We observed abundant Hpa sporulation on compatible Arabidopsis under day lengths ranging from 10 to 14 hours. Contrastingly, exposure to constant light or constant dark suppressed sporulation. Exposure to constant dark suppressed spore germination, mycelial development and oospore formation. Interestingly, exposure to constant light stimulated spore germination, mycelial development and oospore formation. A biomarker of plant immune system activation was induced under both constant light and constant dark. Altogether, these findings demonstrate that Hpa has the molecular mechanisms to perceive and respond to light and that both the host and pathogen responses are influenced by the light regime. Therefore, this pathosystem can be used for investigations to understand the molecular mechanisms through which oomycete pathogens like Hpa perceive and integrate light signals, and how light influences pathogen virulence and host immunity during their interactions."
"diagnosis","clinic","Cerebrospinal fluid proteomic profiling in nusinersen\treated patients with spinal muscular atrophy","https://onlinelibrary.wiley.com/doi/10.1111/jnc.14953","Journal of Neurochemistry","2020/1/6","Promising results from recent clinical trials on the approved antisense oligonucleotide nusinersen in pediatric patients with 5q\linked spinal muscular atrophy (SMA) still have to be confirmed in adult patients but are hindered by a lack of sensitive biomarkers that indicate an early therapeutic response. Changes in the overall neurochemical composition of cerebrospinal fluid (CSF) under therapy may yield additive diagnostic and predictive information. With this prospective proof\of\concept and feasibility study, we evaluated non\targeted CSF proteomic profiles by mass spectrometry along with basic CSF parameters of 10 adult patients with SMA types 2 or 3 before and after 10?months of nusinersen therapy, in comparison with 10 age\ and gender\matched controls. These data were analyzed by bioinformatics and correlated with clinical outcomes assessed by the Hammersmith Functional Rating Scale Expanded (HFMSE). CSF proteomic profiles of SMA patients differed from controls. Two groups of SMA patients were identified based on unsupervised clustering. These groups differed in age and expression of proteins related to neurodegeneration and neuroregeneration. Intraindividual CSF differences in response to nusinersen treatment varied between patients who clinically improved and those who did not. Data are available via ProteomeXchange with identifier PXD016757. Comparative CSF proteomic analysis in adult SMA patients before and after treatment with nusinersen\identified subgroups and treatment\related changes and may therefore be suitable for diagnostic and predictive analyses."
"pathogenic","","Improved multi-type birth-death phylodynamic inference in BEAST 2","https://www.biorxiv.org/content/10.1101/2020.01.06.895532v1","bioRxiv","2020/1/6","The multi-type birth-death model with sampling is a phylodynamic model which enables quantification of past population dynamics in structured populations, based on phylogenetic trees. The BEAST 2 package bdmm implements an algorithm for numerically computing the probability density of a phylogenetic tree given the population dynamic parameters under this model. In the initial release of bdmm, analyses were limited to trees consisting of up to approximately 250 genetic samples for numerical reasons. We implemented important algorithmic changes to bdmm which dramatically increase the number of genetic samples that can be analyzed, and improve the numerical robustness and efficiency of the calculations. Being able to use bigger datasets leads to improved precision of parameter estimates. Furthermore, we report on several model extensions to bdmm, inspired by properties common to empirical datasets. We apply this improved algorithm to two partly overlapping datasets of Influenza A virus HA sequences sampled around the world, one with 500 samples, the other with only 175, for comparison. We report and compare the global migration patterns and seasonal dynamics inferred from each dataset."
"pathogenic","","Derived ecological niches of indoor microbes are crucial for asthma symptoms in university dormitories","https://www.biorxiv.org/content/10.1101/2020.01.05.893529v1","bioRxiv","2020/1/5","Increasing evidences from home environment indicate that microbiome community is associated with asthma. However, indoor microbiome composition can be highly diverse and dynamic, and thus current studies fail to produce consistent association. Chinese university dormitories are special high-density dwellings with a standard built environment and personal characteristics for occupants, which can be used to disentangle the complex interactions between microbes, environmental characteristics and asthma.Settled air dust and floor dust was collected from 87 dormitory rooms in Shanxi University. Bacterial community was characterized by 16S rRNA amplicon sequencing. Students (n = 357) were surveyed for asthma symptoms.Asthma symptoms were not associated with the overall bacterial richness, but associated with different phylogenetic classes. Taxa richness and abundance in Clostridia and Bacteroidia were positively associated with asthma (p < 0.05), and these taxa were mainly derived from human gut. Taxa richness (p < 0.1) and abundance (p < 0.05) in Alphaproteobacteria and Actinobacteria were protectively associated with asthma, and these taxa were mainly derived from outdoor environment. Building age, floor and curtain cleaning frequency shaped the overall bacterial community of air dust (p < 0.05). Frequent curtain cleaning increased the relative abundance of 10 protective genera (p < 0.05), and old buildings had mix effects to protective genera (p < 0.05).Our data shows that taxa from different phylogenetic classes and ecological niches have different health effects, indicating the importance of incorporating evolutionary and ecological concepts in revealing general patterns in the microbiome asthma association analysis."
"pathogenic","","A human minisatellite hosts an alternative transcription start site for NPRL3 driving its expression in a repeat number\dependent manner","https://onlinelibrary.wiley.com/doi/10.1002/humu.23974","Human Mutation","2020/1/3","Minisatellites, also called variable number of tandem repeats (VNTRs), are a class of repetitive elements that may affect gene expression at multiple levels and have been correlated to disease. Their identification and role as expression quantitative trait loci (eQTL) have been limited by their absence in comparative genomic hybridization and single nucleotide polymorphisms arrays. By taking advantage of cap analysis of gene expression (CAGE), we describe a new example of a minisatellite hosting a transcription start site (TSS) which expression is dependent on the repeat number. It is located in the third intron of the gene nitrogen permease regulator like protein 3 (NPRL3). NPRL3 is a component of the GAP activity toward rags 1 protein complex that inhibits mammalian target of rapamycin complex 1 (mTORC1) activity and it is found mutated in familial focal cortical dysplasia and familial focal epilepsy. CAGE tags represent an alternative TSS identifying TAGNPRL3 messenger RNAs (mRNAs). TAGNPRL3 is expressed in red blood cells both at mRNA and protein levels, it interacts with its protein partner NPRL2 and its overexpression inhibits cell proliferation. This study provides an example of a minisatellite that is both a TSS and an eQTL as well as identifies a new VNTR that may modify mTORC1 activity."
"medicine","pathogenic","Rational design of universal immunotherapy for TfR1-tropic arenaviruses","https://www.nature.com/articles/s41467-019-13924-6","Nature Communications","2020/1/3","Certain arenaviruses that circulate in rodent populations can cause life-threatening hemorrhagic fevers when they infect humans. Due to their efficient transmission, arenaviruses pose a severe risk for outbreaks and might be exploited as biological weapons. Effective countermeasures against these viruses are highly desired. Ideally, a single remedy would be effective against many or even all the pathogenic viruses in this family. However, despite the fact that all pathogenic arenaviruses from South America utilize transferrin receptor 1 (TfR1) as a cellular receptor, their viral glycoproteins are highly diversified, impeding efforts to isolate cross-neutralizing antibodies. Here we address this problem using a rational design approach to target TfR1-tropic arenaviruses with high potency and breadth. The pan-reactive molecule is highly effective against all arenaviruses that were tested, offering a universal therapeutic approach. Our design scheme avoids the shortcomings of previous immunoadhesins and can be used to combat other zoonotic pathogens."
"medicine","","Exploiting the Reverse Vaccinology Approach to Design Novel Subunit Vaccine against Ebola Virus","https://www.medrxiv.org/content/10.1101/2020.01.02.20016311v1","medRxiv","2020/1/2","Ebola virus is a highly pathogenic RNA virus that causes haemorrhagic fever in human. With very high mortality rate, Ebola virus is considered as one of the dangerous viruses in the world. Although, the Ebola outbreaks claimed many lives in the past, no satisfactory treatment or vaccine have been discovered yet to fight against Ebola. For this reason, in this study, various tools of bioinformatics and immunoinformatics were used to design possible vaccines against Zaire Ebola virus strain Mayinga-76. To construct the vaccine, three potential antigenic proteins of the virus, matrix protein VP40, envelope glycoprotein and nucleoprotein were selected against which the vaccines would be designed. The MHC class-I, MHC class-II and B-cell epitopes were determined and after robust analysis through various tools and molecular docking analysis, three vaccine candidates, designated as EV-1, EV-2 and EV-3, were constructed. Since the highly conserved epitopes were used for vaccine construction, these vaccine constructs are also expected to be effective on other strains of Ebola virus like strain Gabon-94 and Kikwit-95. Next, the molecular docking study on these vaccine constructs were analyzed by molecular docking study and EV-1 emerged as the best vaccine construct. Later, molecular dynamics simulation study revealed the good performances as well as good stability of the vaccine protein. Finally, codon adaptation and in silico cloning were conducted to design a possible plasmid (pET-19b plasmid vector was used) for large scale, industrial production of the EV-1 vaccine."
"pathogenic","medicine","Influenza H3 and H1 hemagglutinins have different genetic barriers for resistance to broadly neutralizing stem antibodies","https://www.biorxiv.org/content/10.1101/2019.12.30.891135v1","bioRxiv","2019/12/30","In the past decade, the discovery and characterization of broadly neutralizing antibodies (bnAbs) to the highly conserved stem region of influenza hemagglutinin (HA) have provided valuable insights for development of a universal influenza vaccine. However, the genetic barrier for resistance to stem bnAbs has not been thoroughly evaluated. Here, we performed a series of deep mutational scanning experiments to probe for resistance mutations. We found that the genetic barrier to resistance to stem bnAbs is generally very low for the H3 subtype but substantially higher for the H1 subtype. Several resistance mutations in H3 cannot be neutralized by stem bnAbs at the highest concentration tested, do not reduce in vitro viral fitness and in vivo pathogenicity, and are often present in circulating strains as minor variants. Thus, H3 HAs have a higher propensity than H1 HAs to escape major stem bnAbs and creates a potential challenge in the development of a bona fide universal influenza vaccine.ONE SENTENCE SUMMARY Acquisition of resistance by influenza virus to broadly neutralizing hemagglutinin stem antibodies varies tremendously depending on subtype."
"pathogenic","","H3K27me3 natural variation selectively marks genes predicted to be important for differentiation in unicellular algae","https://www.biorxiv.org/content/10.1101/2019.12.26.888800v1","bioRxiv","2019/12/26","In multicellular organisms H3K27me3 has been shown to be deposited by Polycomb Repressive Complex 2 (PRC2) to establish and maintain gene silencing, critical for cell fate and developmentally regulated processes. PRC2 complex is absent in both yeasts Saccharomyces cerevisiae and Schizosaccharomyces pombe, which initially suggested that PRC2 arose with the emergence of multicellularity. However, its discovery in several unicellular species including microalgae questions its role in unicellular eukaryotes. Here, we show in the model diatom Phaeodactylum tricornutum (Pt), using mutants in the homologue of the catalytic subunit of PRC2, enhancer of zeste E(z), that Pt E(z) is responsible for di and tri-methylation of lysine 27 of histone H3. H3K27me3 depletion abolishes cell morphology in Pt providing evidence for a role of H3K27me3 in cell differentiation in unicellular species. Genome wide profiling of H3K27me3 in fusiform and triradiate cells further revealed genes that may specify cell identity. These results suggest a role for PRC2 and its associated histone mark in cell differentiation in unicellular species and highlights their ancestral function in a broader evolutionary context than is currently appreciated."
"epidemiology","pathogenic","Game Theory Applications in Host-Microbe Interactions: Mycobacterium tuberculosis infection as an example","https://www.biorxiv.org/content/10.1101/2019.12.26.888602v2","bioRxiv","2019/12/26","The game theory describes the interactions between two players and the pay-off from wining, losing or compromising. Mycobacterium tuberculosis (Mtb)-host interactions were used as an example for the application of the game theory to describe and predict the possibilities of victory for any players. The gene expression for eight main markers of host response and three Mtb virulence factors were assessed in broncho-alveolar lavage of TB+ and TB? patients. The game theory showed that a variety of paths exist that players can use, in response to the behaviour of the counterpart. Briefly, according to the ¡°Nash equilibrium¡±, Ag85B is the main virulence factor for Mtb in active phase, however it is the most immunogenic factor if the host can respond by high expression of T-bet and iNOS. In this situation, Mtb can express high levels of ESAT-6 and CFP10 and change the game to the latency, in which host responses by medium expression of T-bet and iNOS and medium level of TGF-¦Â and IDO. Consistently, The IDO expression was 134-times higher in TB+s than the TB?s, and the T-bet expression, ~200-times higher in the TB?s than the TB+s. Furthermore, Mtb-Ag85B had a strong positive association with CCR2, T-bet and iNOS, but had a negative correlation with IDO."
"pathogenic","","Deciphering the many maps of the Xingu ?an assessment of deforestation from land cover classifications at multiple scales","https://www.biorxiv.org/content/10.1101/2019.12.23.887588v1","bioRxiv","2019/12/23","Remote sensing is an invaluable tool to objectively illustrate the rapid decline in habitat extents worldwide. Over the years, diverse Earth Observation platforms have been used to generate land cover maps, each with its unique characteristics. In addition, considerable semantic differences between the definition of land cover classes results in inevitable differences in baseline estimates for each class (e.g. forest). Here we compare forest cover and surface water estimates over four time periods spanning three decades for the Xingu River basin, Brazil, from pre-existing remotely sensed classifications for this area based on both optical and radar data. Because forest health in this area is directly related with the health of the freshwater ecosystem, we illustrate potential impacts of map choice on conservation of fish fauna. Understanding differences between the many remotely sensed baselines is fundamentally important to avoid information misuse and objectively decide on the most appropriate dataset for each conservation or policy making question. Our findings demonstrate the importance of transparency in the generation of remotely sensed datasets and in the importance of users familiarizing themselves with the characteristics and limitations of each data set chosen."
"medicine","pathogenic","Cryo-EM structure of the human PAC1 receptor coupled to an engineered heterotrimeric G protein","https://www.biorxiv.org/content/10.1101/2019.12.23.887737v1","bioRxiv","2019/12/23","Pituitary adenylate cyclase-activating polypeptide (PACAP) is a pleiotropic neuropeptide hormone functioning in the central nervous system and peripheral tissues. The PACAP receptor PAC1R, which belongs to the class B G-protein-coupled receptors (GPCRs), is a drug target for mental disorders and dry eye syndrome. Here we present a cryo-electron microscopy structure of human PAC1R bound to PACAP and an engineered Gs heterotrimer. The structure revealed that TM1 plays an essential role in PACAP recognition. The ECD (extracellular domain) of PAC1R tilts by ~40¡ã as compared to that of the glucagon-like peptide-1 receptor (GLP1R), and thus does not cover the peptide ligand. A functional analysis demonstrated that the PAC1R-ECD functions as an affinity trap and is not required for receptor activation, whereas the GLP1R-ECD plays an indispensable role in receptor activation, illuminating the functional diversity of the ECDs in the class B GPCRs. Our structural information will facilitate the design and improvement of better PAC1R agonists for clinical applications."
"pathogenic","","Pyk2 Overexpression in Postsynaptic Neurons Blocks A¦Â1-42-induced Synaptotoxicity in a Microfluidic Co-Culture Model","https://www.biorxiv.org/content/10.1101/2019.12.20.884205v2","bioRxiv","2019/12/20","Recent meta-analyses identified a number of genetic risk factors of Alzheimer¡¯s disease (AD); however, little is known about the mechanisms by which they contribute to the pathological process. As synapse loss is observed at the earliest stage of AD, deciphering the impact of AD risk genes on synapse formation and maintenance is of great interest. In this paper, we report a microfluidic co-culture device that physically isolates synapses from pre- and postsynaptic neurons and chronically exposes them to toxic amyloid-beta (A¦Â) peptides secreted by model cell lines overexpressing wild-type or mutated (V717I) amyloid precursor protein (APP). Co-culture with cells overexpressing mutated APP exposed the synapses of primary hippocampal neurons to A¦Â1-42 molecules at physiologically-relevant concentrations and induced a significant decrease in synaptic connectivity, as evidenced by distance-based assignment of postsynaptic puncta to presynaptic puncta. Treating the cells with antibodies that target different forms of A¦Â suggested that low molecular weight oligomers are the likely culprit. As proof of concept, we demonstrate that overexpression of Pyk2 ¨Can AD risk gene involved in synaptic plasticity¨C selectively in postsynaptic neurons is protective against A¦Â1-42-induced synaptotoxicity. In summary, our lab-on-a-chip device provides a physiologically-relevant model of AD-related synaptotoxicity, optimal for assessing the impact of risk genes in pre- and postsynaptic compartments."
"pathogenic","","Modeling the efficiency of filovirus entry into cells in vitro: Effects of SNP mutations in the receptor molecule","https://www.biorxiv.org/content/10.1101/2019.12.19.882167v1","bioRxiv","2019/12/19","Interaction between filovirus glycoprotein (GP) and the Niemann-Pick C1 (NPC1) protein is essential for membrane fusion during virus entry. Some single-nucleotide polymorphism (SNPs) in two surface-exposed loops of NPC1 are known to reduce viral infectivity. However, the dependence of differences in entry efficiency on SNPs remains unclear. Using vesicular stomatitis virus pseudotyped with Ebola and Marburg virus GPs, we investigated the cell-to-cell spread of viruses in cultured cells expressing NPC1 or SNP derivatives. Eclipse and virus-producing phases were assessed by in vitro infection experiments, and we developed a mathematical model describing spatial-temporal virus spread. This mathematical model fit the plaque radius data well from day 2 to day 6. Based on the estimated parameters, we found that SNPs causing the P424A and D508N substitutions in NPC1 most effectively reduced the entry efficiency of Ebola and Marburg viruses, respectively. Our novel approach could be broadly applied to other virus plaque assays.Author Summary Ebola virus belongs to the family Filoviridae, together with Marburg virus and Cueva virus. In 2015, the World Health Organization included Ebola and Marburg viruses among the infectious diseases that should be globally prioritized because these filoviruses can cause severe hemorrhagic fever in humans and nonhuman primates, and antiviral agents to these viruses are very limited. Filovirus particles bear the envelope glycoprotein (GP), which is the only viral surface protein and thus responsible for receptor binding and membrane fusion. Interaction between filovirus GP and the Niemann-Pick C1 (NPC1) protein is essential for membrane fusion during virus entry. Some single-nucleotide polymorphism (SNPs) in two surface-exposed loops of NPC1 are known to reduce viral infectivity. However, the dependence of differences in entry efficiency on SNPs remains unclear. In this study, combining in vitro experiments and mathematical models, we evaluated on the interaction between GP and wildtype and mutant NPC1, enabling us to estimate the cellular entry efficiency during plaque formation."
"virus","","Estimating the quality of eukaryotic genomes recovered from metagenomic analysis","https://www.biorxiv.org/content/10.1101/2019.12.19.882753v2","bioRxiv","2019/12/19","Eukaryotes make up a large fraction of microbial biodiversity. However, the field of metagenomics has been heavily biased towards the study of just the prokaryotic fraction. This focus has driven the necessary methodological developments to enable the recovery of prokaryotic genomes from metagenomes, which has reliably yielded genomes from thousands of novel species. More recently, microbial eukaryotes have gained more attention, but there is yet to be a parallel explosion in the number of eukaryotic genomes recovered from metagenomic samples. One of the current deficiencies is the lack of a universally applicable and reliable tool for the estimation of eukaryote genome quality. To address this need, we have developed EukCC, a tool for estimating the quality of eukaryotic genomes based on the dynamic selection of single copy marker gene sets, with the aim of applying it to metagenomics datasets. We demonstrate that our method outperforms current genome quality estimators and have applied EukCC to datasets from two different biomes to enable the identification of novel genomes, including a eukaryote found on the human skin and a Bathycoccus species obtained from a marine sample."
